,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
208,7825-ECJRF,0,0,0,0,0.2535211267605634,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.8791044776119402,0.2210535425801985,1
209,1347-KTTTA,1,0,1,0,0.8873239436619719,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0.8378109452736319,0.765670436187399,0
210,7841-TZDMQ,1,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.27611940298507465,0.007581352411723979,1
211,4195-NZGTA,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06965174129353234,0.0007442880221555504,0
214,2504-DSHIH,1,1,1,0,0.30985915492957744,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.682089552238806,0.22583083314101085,0
215,0699-NDKJM,0,0,1,0,0.7887323943661971,0,0,1,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.40298507462686567,0.39448996076621273,0
216,9286-BHDQG,1,0,1,1,1.0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,2,0,0,0.26865671641791045,0.36014308792984073,0
217,0230-WEQUW,1,0,1,0,0.9154929577464789,0,0,1,1.0,1.0,1.0,1.0,1.0,0.0,2,1,0,0.38159203980099504,0.4350796215093468,0
218,2040-LDIWQ,1,0,1,1,0.9014084507042254,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.6562189054726368,0.6122432494807293,0
219,6496-JDSSB,0,0,0,0,0.09859154929577464,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6144278606965174,0.06990537733671821,0
220,9408-SSNVZ,0,0,0,0,0.04225352112676056,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5164179104477612,0.028796445880452343,1
223,0742-MOABM,1,0,1,0,0.04225352112676056,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0.3164179104477612,0.018526425109623816,1
225,6778-JFCMK,1,0,0,0,0.323943661971831,0,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1,1,1,0.3218905472636816,0.1465439649203785,0
226,6341-JVQGF,0,0,1,1,0.4225352112676056,1,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,0.6258706467661692,0.2915935841218555,0
227,2232-DMLXU,0,0,1,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0.36766169154228856,0.0042003231017770605,1
228,4811-JBUVU,1,0,0,0,0.4084507042253521,1,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0.7129353233830846,0.31206438956842836,0
229,0945-TSONX,0,0,1,1,0.647887323943662,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.6671641791044776,0.47178052157858297,0
230,2651-ZCBXV,1,0,0,0,0.7464788732394366,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.8930348258706468,0.6625721209323794,0
231,3316-UWXUY,1,0,0,0,0.6901408450704225,1,0,1,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0,0.7487562189054726,0.5456612047080545,0
232,8937-RDTHP,1,0,0,0,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0.6601990049751243,0.007592891760904685,1
235,1251-KRREG,1,0,0,0,0.014084507042253521,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.3597014925373134,0.010996999769213017,1
236,0621-JFHOL,0,0,0,0,0.1267605633802817,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,2,1,1,0.1129353233830846,0.03233902607892915,0
237,9903-LYSAB,1,0,1,0,0.23943661971830985,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.546268656716418,0.14852873297945998,0
238,0094-OIFMO,0,1,0,0,0.14084507042253522,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.763681592039801,0.1271059312254789,1
240,7301-ABVAD,0,0,0,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.6800995024875621,0.730636972074775,0
241,6614-FHDBO,1,0,0,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.9049751243781095,0.9069351488576044,0
242,7576-ASEJU,0,0,1,1,0.5633802816901409,1,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,1,0,0.5616915422885572,0.36566466651280866,0
243,9058-HRZSV,0,1,1,0,0.9014084507042254,1,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0.7577114427860697,0.7047484421878606,0
244,4522-AKYLR,0,1,0,0,0.16901408450704225,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.363681592039801,0.08221786291253173,0
245,0221-WMXNQ,1,1,0,0,0.04225352112676056,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5681592039800994,0.029379183014078002,0
246,0303-UNCIP,1,0,0,0,0.5633802816901409,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1,0,1,0.4651741293532338,0.28998384491114704,0
247,9947-OTFQU,1,1,0,0,0.19718309859154928,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.5587064676616916,0.12179783060235402,1
248,0322-YINQP,1,0,0,0,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.3014925373134328,0.0034329563812600964,1
249,0959-WHOKV,1,0,0,0,0.5774647887323944,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0.8034825870646766,0.49384375721209317,0
250,4075-JFPGR,0,0,1,0,0.704225352112676,1,0,1,1.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0.7487562189054726,0.5308966074313409,0
251,4629-NRXKX,0,0,1,1,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.518905472636816,0.014810754673436418,1
252,9514-JDSKI,1,1,1,0,0.0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.218407960199005,0.0024694207246711286,1
253,3282-ZISZV,1,0,0,1,0.43661971830985913,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.6512437810945274,0.3016962843295638,0
255,4111-BNXIF,0,0,1,1,0.9295774647887324,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.41094527363184075,0.47139395338102924,0
256,7017-VFHAY,0,0,1,1,0.8450704225352113,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.963681592039801,0.8065255019616893,0
257,6655-LHBYW,1,0,0,0,0.6901408450704225,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.9562189054726368,0.6660858527579044,0
258,4959-JOSRX,0,0,1,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.26218905472636816,0.007125548119086084,1
259,5046-NUHWD,0,1,1,0,0.39436619718309857,0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.26616915422885573,0.1396088160627741,0
260,7273-TEFQD,1,1,0,0,0.028169014084507043,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0.22786069651741292,0.013085621970920839,1
261,3606-TWKGI,1,1,0,0,0.16901408450704225,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.882089552238806,0.15526194322640202,1
262,7529-ZDFXI,1,1,1,0,0.7887323943661971,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.7124378109452736,0.5661839372259405,0
263,7605-BDWDC,0,0,0,0,0.4225352112676056,0,0,1,1.0,1.0,0.0,1.0,0.0,1.0,2,1,0,0.3144278606965174,0.1732402492499423,0
264,1950-KSVVJ,0,0,1,0,0.6197183098591549,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,0.945771144278607,0.5785195015001153,0
265,0123-CRBRT,0,0,1,1,0.8450704225352113,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,1,0.6950248756218905,0.6355815831987076,0
267,3197-ARFOY,0,1,0,0,0.2535211267605634,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0,1,1,0.8631840796019901,0.2294541887837526,0
270,4385-GZQXV,0,1,0,0,0.2112676056338028,1,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0.7582089552238807,0.17221324717285946,1
271,7633-MVPUY,1,0,1,0,0.7887323943661971,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,2,1,0,0.4129353233830846,0.3959554581121625,0
272,6366-ZGQGL,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06517412935323384,0.0006923609508423724,1
273,4716-HHKQH,1,1,1,0,0.2676056338028169,1,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0.8835820895522388,0.24847103623355643,0
274,5940-AHUHD,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.5208955223880597,0.005977382875605815,1
275,6432-TWQLB,1,0,1,0,0.056338028169014086,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0.6681592039800995,0.044114931917839835,1
276,4484-GLZOU,0,0,1,0,0.7183098591549296,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.863681592039801,0.6469016847449804,1
277,3179-GBRWV,1,1,1,0,0.28169014084507044,1,0,1,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.4646766169154229,0.152434802677129,0
278,8645-KWHJO,1,0,0,0,0.18309859154929578,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.3656716417910448,0.08690860835448881,0
279,4130-MZLCC,0,0,0,0,0.056338028169014086,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.3213930348258706,0.026073159473805677,0
280,0314-TKOSI,0,0,0,0,0.07042253521126761,1,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.3671641791044776,0.03509116085852757,0
281,8229-MYEJZ,0,0,0,0,0.1267605633802817,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.32786069651741295,0.05532540964689591,0
283,9577-WJVCQ,0,0,0,0,0.9436619718309859,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.3601990049751244,0.4233729517655204,0
284,9512-UIBFX,1,0,1,1,0.23943661971830985,1,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,1,0.7651741293532339,0.2032252480960074,1
285,6202-DYYFX,0,0,0,0,0.29577464788732394,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.5746268656716418,0.20364643434110316,0
286,3808-HFKDE,0,0,0,0,0.2676056338028169,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.25970149253731345,0.10481767828294485,0
287,5583-SXDAG,1,0,1,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5149253731343284,0.005908146780521579,1
288,3488-PGMQJ,1,1,0,0,0.09859154929577464,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.5597014925373134,0.06782252480960074,1
289,3580-REOAC,1,0,0,0,0.1267605633802817,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2646766169154229,0.04807292868682206,1
290,7534-BFESC,1,1,0,0,0.323943661971831,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5756218905472636,0.19546503577198246,1
291,3727-OWVYD,1,0,0,0,0.4788732394366197,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0.427363184079602,0.23106392799446113,0
292,2294-SALNE,1,0,1,1,0.30985915492957744,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,1,0,1,0.682089552238806,0.2217862912531733,0
293,4847-TAJYI,0,1,0,0,0.07042253521126761,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7074626865671642,0.06335102700207708,0
296,6556-DBKZF,0,0,1,1,0.9859154929577465,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,2,0,0,0.5751243781094527,0.6251615508885299,0
297,6851-WEFYX,1,1,1,0,0.4788732394366197,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8213930348258707,0.3944957304408031,0
298,2985-JUUBZ,1,0,1,1,0.5492957746478874,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.5601990049751243,0.3458285252711747,0
299,6390-DSAZX,0,0,0,1,0.0,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5507462686567164,0.006323563351027002,1
300,0895-LMRSF,1,0,0,0,0.30985915492957744,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0.464179104477612,0.17205169628432956,0
301,8098-LLAZX,0,1,0,0,0.04225352112676056,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7681592039800995,0.04353796445880453,1
302,8266-VBFQL,1,0,0,0,0.04225352112676056,1,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0,0.7179104477611941,0.03898569120701592,0
303,8181-YHCMF,0,0,1,1,0.9436619718309859,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.41840796019900495,0.4719824601892453,0
304,2240-HSJQD,1,0,0,1,0.5211267605633803,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.6328358208955224,0.3603623355642741,0
306,0265-EDXBD,1,1,1,0,0.43661971830985913,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5636815920398011,0.26362220170782363,1
307,4115-BNPJY,1,0,1,1,0.39436619718309857,1,0,1,0.0,0.0,1.0,1.0,1.0,1.0,2,0,1,0.5701492537313433,0.23489499192245558,0
308,3167-SNQPL,1,1,1,1,0.5211267605633803,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0.8248756218905473,0.42961573967228245,0
309,4091-TVOCN,1,0,0,1,0.6619718309859155,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,1,1,0,0.6019900497512438,0.42276136625894295,0
311,7277-OZCGZ,0,0,0,0,0.29577464788732394,1,0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0.7044776119402985,0.2154915762750981,0
312,1557-EMYVT,0,0,0,0,0.5915492957746479,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.96318407960199,0.5626932840987768,0
313,2799-ARNLO,0,1,1,0,0.056338028169014086,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5084577114427861,0.03724901915531964,0
314,7563-BIUPC,1,0,0,0,0.056338028169014086,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6203980099502487,0.04578236787445188,1
315,5027-YOCXN,1,0,1,1,0.704225352112676,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0.9134328358208955,0.654004154165705,0
317,2321-OMBXY,0,0,1,1,0.5211267605633803,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0.617412935323383,0.35077890606969764,1
318,2840-XANRC,1,1,1,0,0.323943661971831,1,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.7452736318407961,0.2552792522501731,1
319,6745-JEFZB,1,0,1,0,0.4788732394366197,1,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0.7288557213930348,0.3712843295638126,0
320,5020-ZSTTY,0,1,0,0,0.7464788732394366,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,1,0,0,0.6388059701492538,0.499803831063928,1
321,9880-TDQAC,0,0,1,1,1.0,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.4154228855721393,0.48986845141933993,0
322,8705-WZCYL,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.2641791044776119,0.0030002307869836137,0
323,7102-JJVTX,0,0,1,1,0.11267605633802817,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.30199004975124377,0.04656127394414955,0
324,8626-PTQGE,1,0,0,0,0.9577464788732394,0,0,1,1.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.41592039800995023,0.47979459958458337,0
325,4983-CLMLV,0,0,1,0,0.7183098591549296,1,1,1,0.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0.8402985074626866,0.5907339026078929,0
326,5701-YVSVF,0,1,1,0,0.14084507042253522,1,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0.6432835820895523,0.09938264481883222,0
327,5804-LEPIM,0,1,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5184079601990049,0.013876067389799218,1
328,5697-GOMBF,0,1,1,1,0.38028169014084506,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.17562189054726365,0.11018347565197323,0
329,2739-CACDQ,0,1,0,0,0.22535211267605634,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.6407960199004976,0.16746480498499886,0
332,2379-GYFLQ,1,0,0,0,0.6338028169014085,1,1,1,0.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0.7626865671641792,0.5082102469420724,0
333,0122-OAHPZ,0,0,0,0,0.08450704225352113,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.553233830845771,0.05682552504038772,1
334,2868-SNELZ,0,0,0,0,0.014084507042253521,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.6203980099502487,0.015808908377567505,1
335,4322-RCYMT,1,0,1,1,0.9436619718309859,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0,0.572636815920398,0.6087179783060235,1
336,6680-NENYN,0,0,0,0,0.5915492957746479,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,2,1,0,0.8592039800995024,0.5470863143318717,1
337,2088-IEBAU,0,0,0,0,0.9436619718309859,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.6955223880597016,0.707321717055158,0
338,7982-VCELR,0,0,0,0,0.49295774647887325,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.7616915422885572,0.4092834064158781,0
339,1343-EHPYB,1,0,1,0,0.8732394366197183,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8472636815920399,0.7597738287560581,1
340,6035-BXTTY,0,1,0,0,0.43661971830985913,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0.36218905472636814,0.20901223171013153,0
341,6885-PKOAM,0,0,1,0,0.9859154929577465,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.6716417910447762,0.7160166166628202,0
342,7520-HQWJU,0,0,1,1,0.9154929577464789,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.48955223880597015,0.5180994691899377,0
345,0021-IKXGC,0,1,0,0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.535820895522388,0.006150473113316408,0
346,2034-GDRCN,0,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7179104477611941,0.017239787675975074,1
348,6243-OZGFH,0,0,0,0,0.30985915492957744,0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.2656716417910448,0.11286060466189708,0
349,4654-DLAMQ,0,1,1,0,0.8873239436619719,1,0,1,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0.7835820895522388,0.7399146088160627,0
350,0513-RBGPE,1,0,1,1,0.5070422535211268,1,1,1,1.0,0.0,1.0,1.0,0.0,0.0,2,1,0,0.4432835820895522,0.2607835218093699,0
351,5160-UXJED,1,0,0,1,0.22535211267605634,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.26218905472636816,0.07645972767135933,0
352,4115-NZRKS,0,1,0,0,0.08450704225352113,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7054726368159204,0.06410685437341335,0
353,0219-YTZUE,1,0,1,1,0.04225352112676056,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.6621890547263681,0.040745441957073615,1
354,0623-IIHUG,0,1,0,0,0.28169014084507044,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.2353233830845771,0.0947726748211401,1
355,4572-DVCGN,0,0,0,0,0.1267605633802817,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6169154228855721,0.09545349642280176,1
356,3351-NGXYI,0,1,0,0,0.2112676056338028,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.3567164179104478,0.10041541657050543,0
357,8984-EYLLL,1,0,1,0,0.8873239436619719,1,1,1,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.8656716417910447,0.7852065543503346,0
358,9057-MSWCO,1,1,1,0,0.36619718309859156,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.12437810945273632,0.09073390260789292,1
359,9833-TGFHX,1,0,1,1,0.5774647887323944,1,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0.7845771144278606,0.46133741057004385,0
361,5229-DTFYB,0,0,0,0,0.5633802816901409,1,0,1,0.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.8014925373134328,0.4546907454419571,0
362,0104-PPXDV,1,0,1,0,0.8028169014084507,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0.3189054726368159,0.32999653819524577,0
364,3583-KRKMD,1,0,0,0,0.23943661971830985,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.5736318407960199,0.15627163627971383,0
365,1010-DIAUQ,1,0,0,0,0.056338028169014086,1,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0.7786069651741293,0.05466766674359566,1
366,9069-LGEUL,1,0,1,0,0.30985915492957744,1,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.41492537313432837,0.16007385183475653,0
368,9571-EDEBV,1,0,1,0,0.9859154929577465,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,0,0.8,0.8012981767828294,0
369,3520-FJGCV,1,0,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9388059701492537,0.9355931225478883,0
371,0259-GBZSH,1,0,0,0,0.014084507042253521,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0.6706467661691543,0.018774521117009,1
372,6122-EFVKN,1,0,0,1,0.323943661971831,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0.17412935323383086,0.09369951534733441,0
373,2805-EDJPQ,0,0,1,1,0.7746478873239436,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1,1,0,0.8109452736318408,0.6450034618047541,0
374,6862-CQUMB,1,0,0,0,0.5070422535211268,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.7746268656716417,0.4186475882760212,0
375,7156-MXBJE,0,0,0,0,0.5915492957746479,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.6651741293532337,0.42043041772444034,0
376,6158-HDPXZ,1,0,0,0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.07064676616915425,0.0007558273713362567,0
377,9601-BRXPO,0,0,1,0,0.3380281690140845,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.8626865671641791,0.293987999076852,1
378,2863-IMQDR,0,0,0,0,0.8450704225352113,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.7104477611940299,0.6104200323101777,0
379,5686-CMAWK,1,0,0,0,0.22535211267605634,1,1,1,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0.681592039800995,0.16056427417493654,0
380,5651-CRHKQ,0,0,1,0,0.5633802816901409,1,0,1,0.0,1.0,1.0,1.0,0.0,0.0,1,1,0,0.6761194029850747,0.3831352411723979,0
381,6905-NIQIN,1,0,0,0,0.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0.32238805970149254,0.003675282714054927,1
382,8204-YJCLA,1,1,1,1,1.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.46318407960199004,0.5439129933071775,0
383,5167-ZFFMM,1,0,0,0,0.0,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.7223880597014924,0.008314101084698823,1
384,6583-SZVGP,1,0,0,0,0.6619718309859155,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,2,1,0,0.8940298507462686,0.5825813524117239,0
386,0533-BNWKF,0,1,1,0,0.7605633802816901,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.6686567164179105,0.5603392568659127,1
387,1708-PBBOA,0,0,0,0,0.5774647887323944,0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,1,1,0,0.36318407960199006,0.26882644818832213,0
388,8782-LKFPK,1,0,0,0,0.6056338028169014,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1,0.7179104477611941,0.46667435956612047,0
389,5522-JBWMO,1,0,0,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2562189054726368,0.002907915993537964,0
390,3597-MVHJT,0,0,0,0,0.36619718309859156,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7696517412935323,0.2973055619663051,0
391,9774-NRNAU,1,1,1,0,0.36619718309859156,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0.6621890547263681,0.2643376413570275,0
392,0224-RLWWD,0,1,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.25920398009950246,0.008135241172397877,0
394,3951-NJCVI,0,1,1,0,0.5774647887323944,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.764179104477612,0.4530002307869836,0
395,2977-CEBSX,0,0,0,0,0.9154929577464789,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.7144278606965174,0.6862624048003693,0
396,0177-PXBAT,1,1,1,0,0.4507042253521127,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.9119402985074627,0.42417493653357946,0
397,6599-CEBNN,0,0,0,0,0.4647887323943662,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.554228855721393,0.2891357027463651,1
398,2519-ERQOJ,1,1,0,0,0.4507042253521127,0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.3616915422885572,0.2059658435264251,0
402,0979-PHULV,1,0,1,1,0.9577464788732394,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.8079601990049752,0.8064620355411954,1
403,3067-SVMTC,0,0,1,0,0.9436619718309859,1,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0.3746268656716418,0.44195707362104775,0
406,4742-DRORA,1,0,1,1,0.8309859154929577,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0.7676616915422886,0.668497576736672,0
407,0111-KLBQG,1,1,1,1,0.43661971830985913,1,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0.7532338308457712,0.32802330948534497,0
